i,j,k,x,y,z,dx,dy,dz,primary_material,primary_fraction,secondary_material,secondary_fraction,surface_material,total_fraction,cell_volume,remaining_volume
2,7,1,10.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,7,1,15.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,7,1,20.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,7,1,25.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,7,1,30.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,7,1,35.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,7,1,40.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,7,1,45.000000,35.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,8,1,0.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,8,1,5.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,8,1,10.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,8,1,15.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,8,1,20.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,8,1,25.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,8,1,30.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,8,1,35.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,8,1,40.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,8,1,45.000000,40.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,9,1,0.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,9,1,5.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,9,1,10.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,9,1,15.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,9,1,20.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,9,1,25.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,9,1,30.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,9,1,35.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,9,1,40.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,9,1,45.000000,45.000000,5.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,0,2,0.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,0,2,5.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,0,2,10.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,0,2,15.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,0,2,20.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,0,2,25.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,0,2,30.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,0,2,35.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,0,2,40.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,0,2,45.000000,0.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,1,2,0.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,1,2,5.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,1,2,10.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,1,2,15.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,1,2,20.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,1,2,25.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,1,2,30.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,1,2,35.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,1,2,40.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,1,2,45.000000,5.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,2,2,0.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,2,2,5.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,2,2,10.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,2,2,15.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,2,2,20.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,2,2,25.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,2,2,30.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,2,2,35.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,2,2,40.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,2,2,45.000000,10.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,3,2,0.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,3,2,5.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,3,2,10.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,3,2,15.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,3,2,20.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,3,2,25.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,3,2,30.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,3,2,35.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,3,2,40.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,3,2,45.000000,15.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,4,2,0.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,4,2,5.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,4,2,10.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,4,2,15.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,4,2,20.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,4,2,25.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,4,2,30.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,4,2,35.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,4,2,40.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,4,2,45.000000,20.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,5,2,0.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,5,2,5.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,5,2,10.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,5,2,15.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,5,2,20.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,5,2,25.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,5,2,30.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,5,2,35.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,5,2,40.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,5,2,45.000000,25.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,6,2,0.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,6,2,5.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,6,2,10.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,6,2,15.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,6,2,20.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,6,2,25.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,6,2,30.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,6,2,35.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,6,2,40.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,6,2,45.000000,30.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,7,2,0.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,7,2,5.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,7,2,10.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,7,2,15.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,7,2,20.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,7,2,25.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,7,2,30.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,7,2,35.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,7,2,40.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,7,2,45.000000,35.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,8,2,0.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,8,2,5.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,8,2,10.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,8,2,15.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,8,2,20.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,8,2,25.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,8,2,30.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,8,2,35.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,8,2,40.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,8,2,45.000000,40.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,9,2,0.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,9,2,5.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,9,2,10.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,9,2,15.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,9,2,20.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,9,2,25.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,9,2,30.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,9,2,35.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,9,2,40.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,9,2,45.000000,45.000000,10.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,0,3,0.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,0,3,5.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,0,3,10.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,0,3,15.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,0,3,20.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,0,3,25.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,0,3,30.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,0,3,35.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,0,3,40.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,0,3,45.000000,0.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,1,3,0.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,1,3,5.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,1,3,10.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,1,3,15.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,1,3,20.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,1,3,25.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,1,3,30.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,1,3,35.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,1,3,40.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,1,3,45.000000,5.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,2,3,0.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,2,3,5.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,2,3,10.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,2,3,15.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,2,3,20.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,2,3,25.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,2,3,30.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,2,3,35.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,2,3,40.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,2,3,45.000000,10.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,3,3,0.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,3,3,5.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,3,3,10.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,3,3,15.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,3,3,20.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,3,3,25.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,3,3,30.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,3,3,35.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,3,3,40.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,3,3,45.000000,15.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,4,3,0.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,4,3,5.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,4,3,10.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,4,3,15.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,4,3,20.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
