i,j,k,x,y,z,dx,dy,dz,primary_material,primary_fraction,secondary_material,secondary_fraction,surface_material,total_fraction,cell_volume,remaining_volume
5,4,3,25.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,4,3,30.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,4,3,35.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,4,3,40.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,4,3,45.000000,20.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,5,3,0.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,5,3,5.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,5,3,10.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,5,3,15.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,5,3,20.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,5,3,25.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,5,3,30.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,5,3,35.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,5,3,40.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,5,3,45.000000,25.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,6,3,0.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,6,3,5.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,6,3,10.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,6,3,15.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,6,3,20.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,6,3,25.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,6,3,30.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,6,3,35.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,6,3,40.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,6,3,45.000000,30.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,7,3,0.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,7,3,5.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,7,3,10.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,7,3,15.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,7,3,20.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,7,3,25.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,7,3,30.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,7,3,35.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,7,3,40.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,7,3,45.000000,35.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,8,3,0.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,8,3,5.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,8,3,10.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,8,3,15.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,8,3,20.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,8,3,25.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,8,3,30.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,8,3,35.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,8,3,40.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,8,3,45.000000,40.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,9,3,0.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,9,3,5.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,9,3,10.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,9,3,15.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,9,3,20.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,9,3,25.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,9,3,30.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,9,3,35.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,9,3,40.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,9,3,45.000000,45.000000,15.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,0,4,0.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,0,4,5.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,0,4,10.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,0,4,15.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,0,4,20.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,0,4,25.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,0,4,30.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,0,4,35.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,0,4,40.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,0,4,45.000000,0.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,1,4,0.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,1,4,5.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,1,4,10.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,1,4,15.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,1,4,20.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,1,4,25.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,1,4,30.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,1,4,35.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,1,4,40.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,1,4,45.000000,5.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,2,4,0.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,2,4,5.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,2,4,10.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,2,4,15.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,2,4,20.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,2,4,25.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,2,4,30.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,2,4,35.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,2,4,40.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,2,4,45.000000,10.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,3,4,0.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,3,4,5.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,3,4,10.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,3,4,15.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
4,3,4,20.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
5,3,4,25.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
6,3,4,30.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
7,3,4,35.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,3,4,40.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,3,4,45.000000,15.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,4,4,0.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,4,4,5.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,4,4,10.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,4,4,15.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
4,4,4,20.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
5,4,4,25.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
6,4,4,30.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
7,4,4,35.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,4,4,40.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,4,4,45.000000,20.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,5,4,0.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,5,4,5.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,5,4,10.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,5,4,15.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
4,5,4,20.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
5,5,4,25.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
6,5,4,30.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
7,5,4,35.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,5,4,40.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,5,4,45.000000,25.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,6,4,0.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,6,4,5.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,6,4,10.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,6,4,15.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
4,6,4,20.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
5,6,4,25.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
6,6,4,30.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Oxide,0.400000,Empty,0.000000,Oxide,0.400000,125.000000,50.000000
7,6,4,35.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,6,4,40.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,6,4,45.000000,30.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,7,4,0.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,7,4,5.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,7,4,10.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,7,4,15.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,7,4,20.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,7,4,25.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,7,4,30.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,7,4,35.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,7,4,40.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,7,4,45.000000,35.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,8,4,0.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,8,4,5.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,8,4,10.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,8,4,15.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,8,4,20.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,8,4,25.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,8,4,30.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,8,4,35.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,8,4,40.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,8,4,45.000000,40.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,9,4,0.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
1,9,4,5.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
2,9,4,10.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
3,9,4,15.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
4,9,4,20.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
5,9,4,25.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
6,9,4,30.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
7,9,4,35.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
8,9,4,40.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
9,9,4,45.000000,45.000000,20.000000,5.000000,5.000000,5.000000,Silicon,1.000000,Empty,0.000000,Silicon,1.000000,125.000000,125.000000
0,0,5,0.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,0,5,5.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,0,5,10.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,0,5,15.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,0,5,20.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,0,5,25.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,0,5,30.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,0,5,35.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,0,5,40.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
9,0,5,45.000000,0.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
0,1,5,0.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
1,1,5,5.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
2,1,5,10.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
3,1,5,15.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
4,1,5,20.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
5,1,5,25.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
6,1,5,30.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
7,1,5,35.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
8,1,5,40.000000,5.000000,25.000000,5.000000,5.000000,5.000000,Empty,0.000000,Empty,0.000000,Empty,0.000000,125.000000,0.000000
